INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,PARENT1_INDEX,MSTATUS_INDEX,CAR_USE_INDEX,REVOKED_INDEX,URBANICITY_INDEX,EDUCATION_INDEX,JOB_INDEX,CAR_TYPE_INDEX,HOME_VAL_BIN,CAR_AGE_BIN,HOMEKIDS_BIN,KIDSDRIV_BIN,JOB_BIN,EDUCATION_BIN,logINCOME,logMVR_PTS,logBLUEBOOK,logCLM_FREQ,logAGE,logTRAVTIME
2953,0,0.0,0,28.0,2,11.0,75089.0,Yes,0.0,z_No,M,Bachelors,Professional,18,Private,22420.0,7,Van,yes,0.0,0,No,4,13.0,Highly Urban/ Urban,1,0,0,0,0,2,4.0,4,0,1,1,0,1,1,11.22644267309393,1.6094379124341003,10.017708696626151,0.0,3.332204510175204,2.8903717578961645
2954,0,0.0,0,36.0,1,0.0,0.0,No,194096.0,Yes,z_F,<High School,z_Blue Collar,50,Private,14730.0,6,z_SUV,no,0.0,0,No,1,7.0,Highly Urban/ Urban,0,1,0,0,0,0,2.0,0,1,1,1,0,0,0,0.0,0.6931471805599453,9.597641509456675,0.0,3.58351893845611,3.912023005428146
2956,0,0.0,0,45.0,1,12.0,128654.0,No,378761.0,Yes,M,Masters,Lawyer,41,Private,7580.0,4,z_SUV,no,0.0,0,No,2,14.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,0,1,1,1,0,1,1,11.764889682092631,1.0986122886681098,8.933268478636418,0.0,3.8066624897703196,3.713572066704308
2957,0,0.0,0,53.0,0,12.0,113918.0,No,0.0,z_No,M,Masters,Lawyer,37,Private,6800.0,1,Pickup,yes,0.0,0,No,1,19.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,2,0,1,0,0,1,1,11.643242948517388,0.6931471805599453,8.824677891164198,0.0,3.970291913552122,3.6109179126442243
2958,1,4148.0,0,36.0,3,16.0,30033.0,No,107743.0,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,16310.0,10,z_SUV,no,0.0,0,Yes,0,12.0,Highly Urban/ Urban,0,1,1,1,0,1,2.0,0,1,1,1,0,0,0,10.310085352240225,0.0,9.69953369561506,0.0,3.58351893845611,3.4657359027997265
2959,0,0.0,0,51.0,0,14.0,101534.0,No,307718.0,Yes,M,Masters,Professional,28,Private,32910.0,11,Minivan,yes,20587.0,3,No,0,19.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,1,1,1,0,0,1,1,11.528158845610818,0.0,10.401531841937386,1.3862943611198906,3.9318256327243257,3.332204510175204
2960,0,0.0,1,37.0,1,0.0,0.0,Yes,0.0,z_No,z_F,z_High School,Student,59,Commercial,16590.0,1,z_SUV,no,1234.0,2,No,3,7.0,z_Highly Rural/ Rural,1,0,1,0,1,1,0.0,0,0,1,1,1,0,0,0.0,1.3862943611198906,9.71655538318449,1.0986122886681098,3.6109179126442243,4.07753744390572
2961,0,0.0,0,61.0,0,13.0,42089.0,No,181406.0,Yes,M,z_High School,z_Blue Collar,35,Commercial,11810.0,3,Sports Car,yes,0.0,0,No,0,7.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,3,1,1,0,0,0,0,10.647565461764616,0.0,9.376701909191407,0.0,4.110873864173311,3.5553480614894135
2963,1,1441.0,0,55.0,0,11.0,42304.0,No,0.0,z_No,M,Bachelors,Professional,24,Commercial,31210.0,6,Panel Truck,yes,6978.0,2,No,4,1.0,Highly Urban/ Urban,0,0,1,0,0,2,4.0,5,0,0,0,0,1,1,10.652660561358601,1.6094379124341003,10.348493835264826,1.0986122886681098,4.007333185232471,3.1780538303479458
2966,0,0.0,0,46.0,0,7.0,165373.0,No,0.0,z_No,M,Masters,Not Specified,32,Commercial,41490.0,4,Panel Truck,yes,0.0,0,No,0,20.0,Highly Urban/ Urban,0,0,1,0,0,3,8.0,5,0,1,0,0,1,1,12.015964854535785,0.0,10.633207713326913,0.0,3.828641396489095,3.4657359027997265
2968,0,0.0,0,55.0,0,12.544777634295901,73246.0,No,252432.0,Yes,z_F,Masters,Manager,12,Private,19610.0,6,z_SUV,no,0.0,0,No,2,14.0,Highly Urban/ Urban,0,1,0,0,0,3,7.0,0,1,1,0,0,1,1,11.20159257040921,1.0986122886681098,9.883794919190391,0.0,4.007333185232471,2.4849066497880004
2969,1,5211.0,1,36.0,1,6.0,40570.0,No,186294.0,Yes,z_F,Bachelors,Professional,30,Private,1500.0,4,Sports Car,no,25188.0,2,Yes,2,1.0,Highly Urban/ Urban,0,1,0,1,0,2,4.0,3,1,0,1,1,1,1,10.610808804651954,1.0986122886681098,7.313220387090301,1.0986122886681098,3.58351893845611,3.4011973816621555
2971,0,0.0,2,41.0,3,15.0,14226.0,No,0.0,Yes,M,z_High School,Student,37,Commercial,7020.0,10,Pickup,no,5239.0,3,No,2,14.0,Highly Urban/ Urban,0,1,1,0,0,1,0.0,2,0,1,1,1,0,0,9.562896846651167,1.0986122886681098,8.856518497019858,1.3862943611198906,3.713572066704308,3.6109179126442243
2972,0,0.0,0,55.0,0,4.0,95473.0,No,0.0,z_No,z_F,Bachelors,Professional,22,Private,35340.0,7,Minivan,no,0.0,0,No,0,10.0,z_Highly Rural/ Rural,0,0,0,0,1,2,4.0,1,0,1,0,0,1,1,11.466609238092806,0.0,10.472770745873687,0.0,4.007333185232471,3.091042453358316
2975,0,0.0,0,48.0,0,12.0,27700.0,No,117400.0,Yes,z_F,z_High School,Clerical,35,Private,15070.0,7,z_SUV,no,34237.0,1,No,0,7.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,0,1,1,0,0,0,0,10.229223792606835,0.0,9.620461291620542,0.6931471805599453,3.871201010907891,3.5553480614894135
2979,1,7801.0,0,42.0,1,10.0,134520.0,Yes,342728.0,z_No,M,Masters,Lawyer,36,Private,5700.0,1,Pickup,no,2308.0,1,No,2,12.0,Highly Urban/ Urban,1,0,0,0,0,3,6.0,2,1,1,1,0,1,1,11.80947559966541,1.0986122886681098,8.648221453822641,0.6931471805599453,3.7376696182833684,3.58351893845611
2980,0,0.0,1,38.0,4,16.0,18348.0,No,92593.0,Yes,z_F,<High School,z_Blue Collar,18,Private,7130.0,10,z_SUV,no,0.0,0,No,3,1.0,z_Highly Rural/ Rural,0,1,0,0,1,0,2.0,0,1,0,1,1,0,0,9.817330356084954,1.3862943611198906,8.872066513408342,0.0,3.6375861597263857,2.8903717578961645
2981,0,0.0,0,56.0,0,0.0,0.0,No,118581.0,Yes,z_F,Bachelors,Home Maker,60,Private,20680.0,1,z_SUV,no,0.0,0,Yes,0,13.0,z_Highly Rural/ Rural,0,1,0,1,1,2,1.0,0,1,1,0,0,0,1,0.0,0.0,9.936922328622366,0.0,4.02535169073515,4.0943445622221
2982,0,0.0,0,44.0,0,11.0,41390.0,No,175478.0,z_No,M,Bachelors,Manager,27,Private,7710.0,8,Pickup,yes,3173.0,3,No,0,11.0,Highly Urban/ Urban,0,0,0,0,0,2,7.0,2,1,1,0,0,1,1,10.630818744876143,0.0,8.950273466557375,1.3862943611198906,3.784189633918261,3.295836866004329
2983,0,0.0,0,56.0,2,11.0,75265.0,Yes,212010.0,z_No,M,z_High School,Manager,7,Private,14630.0,17,Minivan,yes,0.0,0,No,1,10.0,Highly Urban/ Urban,1,0,0,0,0,1,7.0,1,1,1,1,0,1,0,11.228783784594436,0.6931471805599453,9.59082949401417,0.0,4.02535169073515,1.9459101490553132
2984,0,0.0,0,34.0,2,11.0,105690.0,Yes,0.0,z_No,M,Bachelors,z_Blue Collar,38,Commercial,15180.0,6,Minivan,yes,46746.0,4,Yes,4,9.0,Highly Urban/ Urban,1,0,1,1,0,2,2.0,1,0,1,1,0,0,1,11.56827502159171,1.6094379124341003,9.627734050949622,1.6094379124341003,3.5263605246161616,3.6375861597263857
2985,0,0.0,0,37.0,2,0.0,0.0,No,0.0,Yes,z_F,<High School,Home Maker,43,Private,5200.0,6,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,0,1,0,0,1,0,1.0,0,0,0,1,0,0,0,0.0,0.0,8.556413904569519,0.0,3.6109179126442243,3.7612001156935624
2987,1,4566.0,0,16.0,0,7.207294744760626,49522.0,No,155030.0,z_No,M,Bachelors,z_Blue Collar,24,Commercial,14980.0,4,Minivan,no,0.0,0,No,0,8.643301092357873,Highly Urban/ Urban,0,0,1,0,0,2,2.0,1,1,1,0,0,0,1,10.810192487106686,0.0,9.61447125707121,0.0,2.772588722239781,3.1780538303479458
2990,1,8727.0,0,48.0,0,10.0,50655.0,No,0.0,z_No,M,z_High School,z_Blue Collar,29,Commercial,11370.0,6,Pickup,yes,21229.0,2,Yes,3,8.0,Highly Urban/ Urban,0,0,1,1,0,1,2.0,2,0,1,0,0,0,0,10.83281296268074,1.3862943611198906,9.338733586744581,1.0986122886681098,3.871201010907891,3.367295829986474
2991,0,0.0,0,47.0,0,10.0,42278.0,No,126429.0,Yes,M,PhD,Not Specified,25,Commercial,18570.0,6,Van,no,36646.0,2,No,0,16.0,Highly Urban/ Urban,0,1,1,0,0,4,8.0,4,1,1,0,0,1,1,10.65204578785962,0.0,9.829302654346751,1.0986122886681098,3.8501476017100584,3.2188758248682006
2992,0,0.0,0,40.0,0,10.0,104996.0,No,0.0,z_No,M,Bachelors,Professional,5,Private,16000.0,17,Minivan,no,45838.0,2,Yes,7,6.0,Highly Urban/ Urban,0,0,0,1,0,2,4.0,1,0,1,0,0,1,1,11.561687057302917,2.0794415416798357,9.680344001221918,1.0986122886681098,3.6888794541139363,1.6094379124341003
2993,0,0.0,0,48.0,0,12.0,69589.0,No,195516.0,Yes,M,PhD,Not Specified,39,Commercial,37500.0,7,Panel Truck,no,0.0,0,No,1,17.0,Highly Urban/ Urban,0,1,1,0,0,4,8.0,5,1,1,0,0,1,1,11.150376157838895,0.6931471805599453,10.532096211958502,0.0,3.871201010907891,3.6635616461296463
2994,0,0.0,0,35.0,2,15.0,43196.0,No,166154.0,Yes,z_F,Masters,Lawyer,22,Private,16430.0,3,Sports Car,no,0.0,0,Yes,0,15.0,Highly Urban/ Urban,0,1,0,1,0,3,6.0,3,1,1,1,0,1,1,10.673526327376381,0.0,9.706864211031315,0.0,3.5553480614894135,3.091042453358316
2996,1,3667.0,0,49.0,0,9.0,13394.0,No,0.0,z_No,M,<High School,Student,37,Commercial,21190.0,13,Van,yes,3653.0,3,No,0,5.0,Highly Urban/ Urban,0,0,1,0,0,0,0.0,4,0,1,0,0,0,0,9.502636781978708,0.0,9.961284651262345,1.3862943611198906,3.8918202981106265,3.6109179126442243
2997,1,16677.67731,3,36.0,3,14.0,102147.0,No,270030.0,Yes,M,<High School,z_Blue Collar,28,Private,15310.0,4,Minivan,no,6455.0,1,No,2,7.0,Highly Urban/ Urban,0,1,0,0,0,0,2.0,1,1,1,1,1,0,0,11.53417802100368,1.0986122886681098,9.63626148865173,0.6931471805599453,3.58351893845611,3.332204510175204
2998,0,0.0,0,59.0,0,6.0,133216.29351706908,No,401237.0,Yes,z_F,PhD,Manager,26,Commercial,22680.0,7,Pickup,no,0.0,0,No,0,8.0,Highly Urban/ Urban,0,1,1,0,0,4,7.0,2,1,1,0,0,1,1,11.799736859870311,0.0,10.029238757841688,0.0,4.07753744390572,3.258096538021482
2999,1,5005.0,0,43.0,0,9.0,96399.0,No,285628.0,Yes,z_F,PhD,Manager,51,Private,14920.0,1,z_SUV,no,3117.0,4,No,1,12.0,Highly Urban/ Urban,0,1,0,0,0,4,7.0,0,1,1,0,0,1,1,11.476261480598637,0.6931471805599453,9.610457873757753,1.6094379124341003,3.7612001156935624,3.9318256327243257
3000,0,0.0,0,53.0,0,9.0,203641.0,No,533607.0,Yes,z_F,PhD,Manager,40,Commercial,31820.0,4,Panel Truck,no,0.0,0,No,0,7.0,Highly Urban/ Urban,0,1,1,0,0,4,7.0,5,1,1,0,0,1,1,12.224118829221236,0.0,10.367850301891778,0.0,3.970291913552122,3.6888794541139363
3001,1,3005.0,0,31.0,0,8.0,67842.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,49,Commercial,4600.0,7,Pickup,yes,0.0,0,Yes,0,1.0,Highly Urban/ Urban,0,0,1,1,0,2,2.0,2,0,0,0,0,0,1,11.124951491186147,0.0,8.433811582477187,0.0,3.4339872044851463,3.8918202981106265
3002,0,0.0,0,55.0,0,12.0,63376.0,No,225111.0,Yes,z_F,Bachelors,z_Blue Collar,25,Commercial,20390.0,1,z_SUV,no,0.0,0,No,0,14.0,z_Highly Rural/ Rural,0,1,1,0,1,2,2.0,0,1,1,0,0,0,1,11.05685629858094,0.0,9.922799863568502,0.0,4.007333185232471,3.2188758248682006
3003,1,3456.0,0,47.0,0,10.0,64777.0,No,237421.0,z_No,z_F,Masters,Not Specified,47,Commercial,31120.0,4,Van,no,23078.0,2,Yes,3,12.808939162169843,Highly Urban/ Urban,0,0,1,1,0,3,8.0,4,1,1,0,0,1,1,11.078721318522259,1.3862943611198906,10.345605978292328,1.0986122886681098,3.8501476017100584,3.8501476017100584
3004,0,0.0,0,48.0,0,13.0,120483.0,No,358643.0,Yes,M,Masters,Professional,60,Private,14110.0,7,Minivan,yes,0.0,0,No,0,12.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,1,1,1,0,0,1,1,11.699272243013803,0.0,9.55463904484686,0.0,3.871201010907891,4.0943445622221
3006,0,0.0,0,41.0,0,12.0,225311.0,No,509647.0,Yes,z_F,PhD,Not Specified,33,Commercial,16990.0,1,Pickup,no,4811.0,2,No,3,9.0,Highly Urban/ Urban,0,1,1,0,0,4,8.0,2,1,1,0,0,1,1,12.32524138731886,1.3862943611198906,9.740380214665977,1.0986122886681098,3.713572066704308,3.4965075614664802
3007,0,0.0,0,53.0,0,12.0,142751.0,No,333479.0,Yes,M,Masters,Not Specified,58,Commercial,30860.0,1,Panel Truck,yes,3191.0,3,No,1,17.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,5,1,1,0,0,1,1,11.868864137927991,0.6931471805599453,10.337216125917152,1.3862943611198906,3.970291913552122,4.060443010546419
3008,0,0.0,0,53.0,0,12.0,98239.0,No,293964.0,Yes,M,Masters,Not Specified,51,Commercial,34040.0,12,Panel Truck,yes,0.0,0,No,1,7.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,5,1,1,0,0,1,1,11.495168743380969,0.6931471805599453,10.435291582687311,0.0,3.970291913552122,3.9318256327243257
3009,1,6978.0,2,45.0,3,12.0,72738.0,Yes,0.0,z_No,z_F,Bachelors,Professional,52,Private,15420.0,1,z_SUV,no,2448.0,3,No,8,1.0,Highly Urban/ Urban,1,0,0,0,0,2,4.0,0,0,0,1,1,1,1,11.19463297085231,2.1972245773362196,9.64342064711732,1.3862943611198906,3.8066624897703196,3.9512437185814275
3010,1,4933.0,0,47.0,0,13.0,65802.0,No,262566.0,Yes,z_F,z_High School,z_Blue Collar,31,Private,6200.0,1,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,0,0,0,1,2.0,0,1,0,0,0,0,0,11.09442070897926,0.0,8.732304571033183,0.0,3.8501476017100584,3.4339872044851463
3012,0,0.0,1,55.0,1,11.0,30841.0,Yes,148864.0,z_No,M,z_High School,z_Blue Collar,42,Commercial,8310.0,14,Pickup,yes,0.0,0,No,2,10.0,z_Highly Rural/ Rural,1,0,1,0,1,1,2.0,2,1,1,1,1,0,0,10.3366326764176,1.0986122886681098,9.025214887849494,0.0,4.007333185232471,3.7376696182833684
3014,1,2297.0,0,38.0,0,8.0,52506.0,No,210236.0,Yes,z_F,z_High School,Professional,56,Commercial,41570.0,3,Panel Truck,no,10584.0,2,No,4,10.0,Highly Urban/ Urban,0,1,1,0,0,1,4.0,5,1,1,0,0,1,0,10.86870177302495,1.6094379124341003,10.635134032246683,1.0986122886681098,3.6375861597263857,4.02535169073515
3015,0,0.0,0,38.0,0,5.0,29879.0,No,0.0,z_No,z_F,z_High School,Clerical,29,Private,15590.0,1,z_SUV,no,0.0,0,No,0,7.0,Highly Urban/ Urban,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,10.304944639246754,0.0,9.654384962051822,0.0,3.6375861597263857,3.367295829986474
3016,0,0.0,0,34.0,2,10.0,79549.0,Yes,232259.0,z_No,z_F,Bachelors,Clerical,35,Private,11310.0,10,Minivan,no,0.0,0,No,4,14.0,z_Highly Rural/ Rural,1,0,0,0,1,2,3.0,1,1,1,1,0,0,1,11.284141033765932,1.6094379124341003,9.333442569110167,0.0,3.5263605246161616,3.5553480614894135
3017,0,0.0,0,46.0,0,9.0,74181.0,No,251024.0,z_No,z_F,z_High School,Professional,33,Private,24340.0,7,Minivan,no,0.0,0,No,3,6.0,z_Highly Rural/ Rural,0,0,0,0,1,1,4.0,1,1,1,0,0,1,0,11.214276812125261,1.3862943611198906,10.099876366541519,0.0,3.828641396489095,3.4965075614664802
3018,1,2665.0,0,50.0,0,15.0,43543.0,No,105982.0,Yes,M,Bachelors,z_Blue Collar,49,Commercial,15890.0,4,Minivan,yes,0.0,0,No,3,5.0,Highly Urban/ Urban,0,1,1,0,0,2,2.0,1,1,1,0,0,0,1,10.681527200114036,1.3862943611198906,9.673445259530762,0.0,3.912023005428146,3.8918202981106265
3020,0,0.0,0,48.0,0,13.0,29626.0,No,168178.0,Yes,M,z_High School,Clerical,34,Commercial,30490.0,1,Panel Truck,yes,42332.0,4,Yes,3,11.0,Highly Urban/ Urban,0,1,1,1,0,1,3.0,5,1,1,0,0,0,0,10.29644138670722,1.3862943611198906,10.3251540399823,1.6094379124341003,3.871201010907891,3.5263605246161616
3023,0,0.0,0,58.0,0,13.0,71529.0,No,0.0,z_No,M,PhD,Doctor,5,Private,1500.0,16,Minivan,no,0.0,0,Yes,0,18.0,Highly Urban/ Urban,0,0,0,1,0,4,5.0,1,0,1,0,0,1,1,11.17787222110243,0.0,7.313220387090301,0.0,4.060443010546419,1.6094379124341003
3024,0,0.0,0,32.0,4,15.0,14937.0,No,126561.0,Yes,z_F,<High School,Clerical,40,Private,6190.0,6,z_SUV,no,4890.0,2,No,1,6.0,Highly Urban/ Urban,0,1,0,0,0,0,3.0,0,1,1,1,0,0,0,9.611663580917012,0.6931471805599453,8.730690365678642,1.0986122886681098,3.4657359027997265,3.6888794541139363
3025,1,502.0,0,51.0,0,12.0,16052.0,No,0.0,z_No,M,<High School,Clerical,43,Private,6600.0,4,Minivan,no,0.0,0,No,0,1.0,Highly Urban/ Urban,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,9.683651026979414,0.0,8.794824928014517,0.0,3.9318256327243257,3.7612001156935624
3026,0,0.0,0,35.0,0,9.0,141632.0,No,0.0,z_No,M,Masters,Professional,36,Private,2950.0,6,Minivan,yes,0.0,0,Yes,0,17.0,Highly Urban/ Urban,0,0,0,1,0,3,4.0,1,0,1,0,0,1,1,11.860994483937084,0.0,7.989560449333865,0.0,3.5553480614894135,3.58351893845611
3027,0,0.0,1,41.0,1,10.0,55867.0,No,208816.0,Yes,M,Bachelors,Clerical,20,Private,11190.0,7,Pickup,yes,0.0,0,No,4,14.0,Highly Urban/ Urban,0,1,0,0,0,2,3.0,2,1,1,1,1,0,1,10.930747044425662,1.6094379124341003,9.322775801305971,0.0,3.713572066704308,2.995732273553991
3028,0,0.0,0,42.0,0,10.0,50644.0,No,177193.0,z_No,M,Masters,Professional,26,Commercial,29970.0,6,Panel Truck,yes,4016.0,3,No,3,17.0,Highly Urban/ Urban,0,0,1,0,0,3,4.0,5,1,1,0,0,1,1,10.832595788120898,1.3862943611198906,10.307952160310709,1.3862943611198906,3.7376696182833684,3.258096538021482
3030,0,0.0,0,49.0,0,9.0,39484.0,No,216908.0,Yes,z_F,Bachelors,Home Maker,23,Private,12660.0,9,z_SUV,no,0.0,0,No,2,8.0,Highly Urban/ Urban,0,1,0,0,0,2,1.0,0,1,1,0,0,0,1,10.583676131931682,1.0986122886681098,9.446202695698167,0.0,3.8918202981106265,3.1354942159291497
3031,0,0.0,0,56.0,0,11.0,64124.0,No,210353.0,Yes,M,Masters,Manager,19,Commercial,22950.0,3,Panel Truck,yes,4232.0,3,No,0,17.0,Highly Urban/ Urban,0,1,1,0,0,3,7.0,5,1,1,0,0,1,1,11.06858958247307,0.0,10.04107321548869,1.3862943611198906,4.02535169073515,2.9444389791664403
3032,0,0.0,0,81.0,2,23.0,109275.0,No,381377.0,Yes,M,Bachelors,Professional,39,Private,22030.0,7,Sports Car,yes,4773.0,2,No,0,6.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,3,1,1,1,0,1,1,11.601632070913618,0.0,10.000160439796389,1.0986122886681098,4.394449154672439,3.6635616461296463
3033,1,4234.0,0,34.0,1,12.0,91832.0,No,291888.0,Yes,z_F,Bachelors,Manager,37,Commercial,24910.0,7,Pickup,no,4317.0,1,No,1,5.0,Highly Urban/ Urban,0,1,1,0,0,2,7.0,2,1,1,1,0,1,1,11.427726989136344,0.6931471805599453,10.123024608256227,0.6931471805599453,3.5263605246161616,3.6109179126442243
3034,0,0.0,0,36.0,0,9.0,134361.0,No,356290.0,z_No,M,Bachelors,Professional,27,Commercial,18540.0,1,Van,no,0.0,0,Yes,0,7.0,Highly Urban/ Urban,0,0,1,1,0,2,4.0,4,1,1,0,0,1,1,11.808292928997997,0.0,9.827685839119846,0.0,3.58351893845611,3.295836866004329
3035,0,0.0,0,32.0,3,0.0,0.0,Yes,0.0,z_No,z_F,<High School,Student,31,Private,10740.0,10,z_SUV,no,0.0,0,No,0,1.0,Highly Urban/ Urban,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0.0,9.281730368062856,0.0,3.4657359027997265,3.4339872044851463
3036,0,0.0,0,37.0,0,9.0,76100.0,No,204139.0,Yes,M,z_High School,Manager,32,Private,19860.0,4,Van,yes,0.0,0,Yes,0,5.0,Highly Urban/ Urban,0,1,0,1,0,1,7.0,4,1,1,0,0,1,0,11.239816684367907,0.0,9.896462937599164,0.0,3.6109179126442243,3.4657359027997265
3038,0,0.0,1,44.0,1,13.19272118835903,49810.0,No,148947.0,Yes,z_F,z_High School,Manager,27,Private,11740.0,7,z_SUV,no,7417.0,2,No,2,1.0,Highly Urban/ Urban,0,1,0,0,0,1,7.0,0,1,0,1,1,1,0,10.815991122155705,1.0986122886681098,9.370757093382087,1.0986122886681098,3.784189633918261,3.295836866004329
3039,1,9136.2312218,0,50.0,0,14.0,73277.0,No,205265.0,z_No,z_F,z_High School,z_Blue Collar,41,Commercial,7230.0,6,z_SUV,no,13102.0,2,No,4,9.0,Highly Urban/ Urban,0,0,1,0,0,1,2.0,0,1,1,0,0,0,0,11.202015706399143,1.6094379124341003,8.88599431515281,1.0986122886681098,3.912023005428146,3.713572066704308
3040,0,0.0,0,33.0,1,8.0,53598.0,Yes,0.0,z_No,z_F,z_High School,Manager,5,Private,11410.0,1,z_SUV,no,9867.0,4,No,1,1.0,Highly Urban/ Urban,1,0,0,0,0,1,7.0,0,0,0,1,0,1,0,10.889285690168437,0.6931471805599453,9.342245442856122,1.6094379124341003,3.4965075614664802,1.6094379124341003
3041,0,0.0,0,43.0,0,9.0,105442.0,No,0.0,z_No,M,Masters,Lawyer,38,Private,11040.0,1,Minivan,yes,0.0,0,No,0,11.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,1,0,1,0,0,1,1,11.56592580153188,0.0,9.309280319831087,0.0,3.7612001156935624,3.6375861597263857
3044,0,0.0,0,37.0,0,9.0,22148.0,No,0.0,Yes,M,z_High School,Clerical,31,Private,5200.0,1,Minivan,yes,3904.0,2,No,4,8.0,z_Highly Rural/ Rural,0,1,0,0,1,1,3.0,1,0,1,0,0,0,0,10.005547627727275,1.6094379124341003,8.556413904569519,1.0986122886681098,3.6109179126442243,3.4339872044851463
3045,0,0.0,0,44.0,0,2.0,26965.0,No,201108.0,Yes,M,<High School,Clerical,22,Private,10960.0,1,Pickup,yes,10494.0,1,No,4,2.464798844652514,Highly Urban/ Urban,0,1,0,0,0,0,3.0,2,1,1,0,0,0,0,10.20233209219402,1.6094379124341003,9.302007560502007,0.6931471805599453,3.784189633918261,3.091042453358316
3046,0,0.0,0,46.0,0,13.0,66326.0,No,273845.0,z_No,M,Masters,Professional,49,Private,12730.0,10,Minivan,yes,0.0,0,No,0,11.987595501029531,Highly Urban/ Urban,0,0,0,0,0,3,4.0,1,1,1,0,0,1,1,11.102352333093329,0.0,9.451716691551452,0.0,3.828641396489095,3.8918202981106265
3047,1,2854.0,0,51.0,0,0.0,15258.53488427247,No,0.0,z_No,M,z_High School,Student,34,Commercial,19630.0,4,Van,yes,6061.0,2,No,7,1.0,Highly Urban/ Urban,0,0,1,0,0,1,0.0,4,0,0,0,0,0,0,9.632959824968468,2.0794415416798357,9.884814287270506,1.0986122886681098,3.9318256327243257,3.5263605246161616
3048,0,0.0,0,45.0,1,7.0,40730.0,No,220167.0,Yes,M,<High School,Professional,45,Private,1500.0,10,Minivan,yes,0.0,0,No,0,4.0,z_Highly Rural/ Rural,0,1,0,0,1,0,4.0,1,1,1,1,0,1,0,10.614744752268392,0.0,7.313220387090301,0.0,3.8066624897703196,3.8066624897703196
3051,0,0.0,0,47.0,0,14.0,72853.0,No,217443.0,Yes,M,Masters,Not Specified,5,Commercial,6200.0,11,Pickup,no,5176.0,3,No,0,14.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,2,1,1,0,0,1,1,11.196212717459854,0.0,8.732304571033183,1.3862943611198906,3.8501476017100584,1.6094379124341003
3052,0,0.0,1,40.0,1,9.0,126679.0,No,350077.0,Yes,M,z_High School,z_Blue Collar,16,Commercial,14420.0,4,Minivan,yes,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,1,1,0,1,1,0,0,11.749419500652577,0.0,9.57637141083894,0.0,3.6888794541139363,2.772588722239781
3054,0,0.0,0,42.0,0,12.0,90409.0,No,279593.0,Yes,M,Masters,Lawyer,42,Private,16270.0,1,Van,yes,3791.0,3,No,3,11.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,4,1,1,0,0,1,1,11.412110159731412,1.3862943611198906,9.697078200213083,1.3862943611198906,3.7376696182833684,3.7376696182833684
3055,0,0.0,0,45.0,0,12.0,62884.0,No,0.0,z_No,M,Masters,Lawyer,45,Private,7790.0,6,Pickup,no,0.0,0,No,2,17.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,2,0,1,0,0,1,1,11.049062940481257,1.0986122886681098,8.960596138864794,0.0,3.8066624897703196,3.8066624897703196
3056,0,0.0,0,49.0,0,9.0,94062.0,No,287762.0,z_No,M,Bachelors,Manager,15,Private,35690.0,7,Minivan,yes,0.0,0,No,0,11.0,Highly Urban/ Urban,0,0,0,0,0,2,7.0,1,1,1,0,0,1,1,11.451720049525822,0.0,10.482625816484205,0.0,3.8918202981106265,2.70805020110221
3057,0,0.0,0,35.0,3,12.0,81125.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,35,Commercial,25900.0,6,z_SUV,no,0.0,0,No,1,1.0,z_Highly Rural/ Rural,1,0,1,0,1,2,2.0,0,0,0,1,0,0,1,11.303758780586813,0.6931471805599453,10.16199824768763,0.0,3.5553480614894135,3.5553480614894135
